text,path,num_frames,width,height,trajectory_maps_path,videoid,mask_start_index,mask_end_index,flow
 couple at the stairs of a church,/datadrive/videos-popular/6284625.mp4,768,2160,4096,/datadrive2/grounded_sam2_output_v100/6284625/masks_images,6284625,0,767,6.234440326690674
 men and women in a business meeting,/datadrive/videos-popular/6774385.mp4,455,2160,3840,/datadrive2/grounded_sam2_output_v100/6774385/masks_images,6774385,0,454,16.65484619140625
 a man wearing santa hat while riding his car,/datadrive/videos-popular/6259628.mp4,217,1920,1080,/datadrive2/grounded_sam2_output_v100/6259628/masks_images,6259628,0,216,4.282236576080322
 man at a video call playing ukulele,/datadrive/videos-popular/5814553.mp4,705,2160,3840,/datadrive2/grounded_sam2_output_v100/5814553/masks_images,5814553,0,704,4.173905849456787
 woman posing with a cake in front of her,/datadrive/videos-popular/6185216.mp4,418,2160,4096,/datadrive2/grounded_sam2_output_v100/6185216/masks_images,6185216,0,417,2.2836389541625977
 a woman playing basketball,/datadrive/videos-popular/6077455.mp4,609,4096,2160,/datadrive2/grounded_sam2_output_v100/6077455/masks_images,6077455,0,608,5.676755905151367
 time lapse video of sky with clouds moving,/datadrive/videos-popular/6772412.mp4,470,3840,2160,/datadrive2/grounded_sam2_output_v100/6772412/masks_images,6772412,0,469,5.149055004119873
 food truck hot dog,/datadrive/videos-popular/5780430.mp4,196,3840,2160,/datadrive2/grounded_sam2_output_v100/5780430/masks_images,5780430,0,195,5.913742542266846
 two men doing high five while sitting,/datadrive/videos-popular/6697892.mp4,178,3840,2160,/datadrive2/grounded_sam2_output_v100/6697892/masks_images,6697892,0,177,3.086575984954834
 a woman smiling at the camera,/datadrive/videos-popular/6829193.mp4,254,3840,2160,/datadrive2/grounded_sam2_output_v100/6829193/masks_images,6829193,0,253,3.570056438446045
 person holding a wine glass,/datadrive/videos-popular/6291501.mp4,108,2160,3840,/datadrive2/grounded_sam2_output_v100/6291501/masks_images,6291501,0,107,2.3391671180725098
 a cat hopping on a skateboard,/datadrive/videos-popular/6864859.mp4,423,4096,2160,/datadrive2/grounded_sam2_output_v100/6864859/masks_images,6864859,0,422,6.784546375274658
 a woman choosing from a box of essential oils,/datadrive/videos-popular/6707275.mp4,669,1920,1080,/datadrive2/grounded_sam2_output_v100/6707275/masks_images,6707275,0,668,3.172663927078247
 man throwing basket ball,/datadrive/videos-popular/6249633.mp4,206,3840,2160,/datadrive2/grounded_sam2_output_v100/6249633/masks_images,6249633,0,205,2.056394338607788
 doctor checking the dog,/datadrive/videos-popular/6235182.mp4,422,2160,3840,/datadrive2/grounded_sam2_output_v100/6235182/masks_images,6235182,0,421,7.502485752105713
 a professional woman talking,/datadrive/videos-popular/6927311.mp4,86,1920,1080,/datadrive2/grounded_sam2_output_v100/6927311/masks_images,6927311,0,85,6.908819675445557
 children in costume knocking for trick or treat,/datadrive/videos-popular/5856450.mp4,240,2160,3840,/datadrive2/grounded_sam2_output_v100/5856450/masks_images,5856450,0,239,4.439773082733154
 cute girl dancing in front of a christmas tree,/datadrive/videos-popular/6148319.mp4,577,2160,4096,/datadrive2/grounded_sam2_output_v100/6148319/masks_images,6148319,0,576,15.255171775817873
 a woman using jade roller,/datadrive/videos-popular/6006416.mp4,70,1920,1080,/datadrive2/grounded_sam2_output_v100/6006416/masks_images,6006416,0,69,3.622481346130371
 a personal trainer lifting a kettlebell,/datadrive/videos-popular/6892976.mp4,260,3840,2160,/datadrive2/grounded_sam2_output_v100/6892976/masks_images,6892976,0,259,5.9248528480529785
"A person in a green jacket takes a photo while standing on a stone staircase, with handrails and overgrown greenery, under clear skies.",/datadrive/videos-popular/6180933.mp4,240,3840,2160,/datadrive2/grounded_sam2_output_v100/6180933/masks_images,6180933,0,239,2.409228563308716
 sea waves over the sunset,/datadrive/videos-popular/6157332.mp4,334,1920,1080,/datadrive2/grounded_sam2_output_v100/6157332/masks_images,6157332,0,333,2.347951650619507
 bartender making a cocktail for woman,/datadrive/videos-popular/6174615.mp4,410,1080,1920,/datadrive2/grounded_sam2_output_v100/6174615/masks_images,6174615,0,409,5.329581737518311
 musician playing the bass in a show,/datadrive/videos-popular/6273831.mp4,437,2160,3840,/datadrive2/grounded_sam2_output_v100/6273831/masks_images,6273831,0,436,4.273807525634766
 young adult studying outside,/datadrive/videos-popular/6083375.mp4,360,2160,3840,/datadrive2/grounded_sam2_output_v100/6083375/masks_images,6083375,0,359,4.390514850616455
 a young girl decorating an easter muffin,/datadrive/videos-popular/6846008.mp4,348,2160,3840,/datadrive2/grounded_sam2_output_v100/6846008/masks_images,6846008,0,347,3.323204755783081
A person in a blue jacket and hat holds a smartphone while seated on a wooden bench in a garden setting.,/datadrive/videos-popular/6581849.mp4,268,1920,1080,/datadrive2/grounded_sam2_output_v100/6581849/masks_images,6581849,0,267,2.5128321647644043
 time lapse video of a sunset,/datadrive/videos-popular/5817158.mp4,584,1920,1080,/datadrive2/grounded_sam2_output_v100/5817158/masks_images,5817158,0,583,3.010765790939331
 man putting dog on the couch,/datadrive/videos-popular/6651482.mp4,233,3840,2160,/datadrive2/grounded_sam2_output_v100/6651482/masks_images,6651482,0,232,6.977956295013428
 closeup video of a woman talking,/datadrive/videos-popular/6534942.mp4,119,1080,1920,/datadrive2/grounded_sam2_output_v100/6534942/masks_images,6534942,0,118,7.71052885055542
"An adult hand is offering a carrot stick to a child sitting with a cup of colored pencils nearby, possibly during a creative activity or a snack break.",/datadrive/videos-popular/6209606.mp4,421,1920,1080,/datadrive2/grounded_sam2_output_v100/6209606/masks_images,6209606,0,420,7.4508771896362305
 a little boy standing in the woods,/datadrive/videos-popular/6133765.mp4,122,4096,2160,/datadrive2/grounded_sam2_output_v100/6133765/masks_images,6133765,0,121,12.440631866455078
 person s face covered with words,/datadrive/videos-popular/6670676.mp4,285,4096,2160,/datadrive2/grounded_sam2_output_v100/6670676/masks_images,6670676,0,284,9.023211479187012
 teacher written math on whiteboard,/datadrive/videos-popular/6324536.mp4,240,2160,3840,/datadrive2/grounded_sam2_output_v100/6324536/masks_images,6324536,0,239,3.2638814449310303
 woman wearing her goggles,/datadrive/videos-popular/5933317.mp4,350,3840,2160,/datadrive2/grounded_sam2_output_v100/5933317/masks_images,5933317,0,349,3.3090856075286865
 person checking on someone s stomach,/datadrive/videos-popular/6036681.mp4,386,3840,2160,/datadrive2/grounded_sam2_output_v100/6036681/masks_images,6036681,0,385,4.5993332862854
 person placing whipped cream on pancake,/datadrive/videos-popular/6529579.mp4,276,1920,1080,/datadrive2/grounded_sam2_output_v100/6529579/masks_images,6529579,0,275,3.7599570751190186
"A person in a sports bra and underwear stands against a purple backdrop, holding a measuring tape loosely in their hand.",/datadrive/videos-popular/6513468.mp4,74,1080,1920,/datadrive2/grounded_sam2_output_v100/6513468/masks_images,6513468,0,73,6.273648262023926
 a man working out,/datadrive/videos-popular/6296583.mp4,306,2560,1080,/datadrive2/grounded_sam2_output_v100/6296583/masks_images,6296583,0,305,3.522589445114136
"A man with a pen points at something on a paper, with bookshelves in the blurred background.",/datadrive/videos-popular/6333717.mp4,567,4096,2160,/datadrive2/grounded_sam2_output_v100/6333717/masks_images,6333717,0,566,9.181974411010742
 an airplane flying over the sea,/datadrive/videos-popular/5941633.mp4,525,1920,886,/datadrive2/grounded_sam2_output_v100/5941633/masks_images,5941633,0,524,7.141205310821533
A person is unpacking objects from a cardboard box in a room with a wooden bookshelf filled with books and frames.,/datadrive/videos-popular/6654090.mp4,522,3840,2160,/datadrive2/grounded_sam2_output_v100/6654090/masks_images,6654090,0,521,9.948896408081056
 man climbing a wall as a sport without any harness,/datadrive/videos-popular/5916189.mp4,585,3840,2160,/datadrive2/grounded_sam2_output_v100/5916189/masks_images,5916189,0,584,10.12507438659668
 people hiking a snow mountain,/datadrive/videos-popular/5895499.mp4,144,3840,2160,/datadrive2/grounded_sam2_output_v100/5895499/masks_images,5895499,0,143,2.018545627593994
 a grieving man at the cemetery,/datadrive/videos-popular/6840820.mp4,604,1920,1080,/datadrive2/grounded_sam2_output_v100/6840820/masks_images,6840820,0,603,9.349912643432615
 man in black coat looking serious to the camera,/datadrive/videos-popular/5985195.mp4,256,4096,2160,/datadrive2/grounded_sam2_output_v100/5985195/masks_images,5985195,0,255,3.291402101516724
 senior woman holding basket with fresh vegetables,/datadrive/videos-popular/6667351.mp4,254,3840,2160,/datadrive2/grounded_sam2_output_v100/6667351/masks_images,6667351,0,253,3.1725049018859863
"In a cozy room, four individuals gather around a wooden table adorned with fresh bread and flowers, engaging in a meal.",/datadrive/videos-popular/6950125.mp4,467,3840,2160,/datadrive2/grounded_sam2_output_v100/6950125/masks_images,6950125,0,466,3.3022396564483643
A person wearing a blue judo gi is executing a ground technique on a tatami mat.,/datadrive/videos-popular/6765685.mp4,231,2560,1440,/datadrive2/grounded_sam2_output_v100/6765685/masks_images,6765685,0,230,22.73016357421875
 dried lavender flowers and bottles of serum on a surface,/datadrive/videos-popular/6724624.mp4,220,1920,1080,/datadrive2/grounded_sam2_output_v100/6724624/masks_images,6724624,0,219,7.285440444946289
 close up shot of a wheat field,/datadrive/videos-popular/6389279.mp4,794,3840,2160,/datadrive2/grounded_sam2_output_v100/6389279/masks_images,6389279,0,793,4.459084510803223
 a woman making a sandwich,/datadrive/videos-popular/6412623.mp4,277,1920,1080,/datadrive2/grounded_sam2_output_v100/6412623/masks_images,6412623,0,276,4.943514347076416
 people exercising in a ruined architecture,/datadrive/videos-popular/6577814.mp4,205,4096,1974,/datadrive2/grounded_sam2_output_v100/6577814/masks_images,6577814,0,204,8.296539306640625
 close up shot of a humming bird,/datadrive/videos-popular/6389401.mp4,548,1920,1080,/datadrive2/grounded_sam2_output_v100/6389401/masks_images,6389401,0,547,3.3751060962677
"Two golfers stand side by side on a green field, each holding a golf club, with a serene, cloudy sky above.",/datadrive/videos-popular/6256037.mp4,339,4096,2160,/datadrive2/grounded_sam2_output_v100/6256037/masks_images,6256037,0,338,2.4378879070281982
 a slice of white cheese,/datadrive/videos-popular/6004992.mp4,246,1920,1080,/datadrive2/grounded_sam2_output_v100/6004992/masks_images,6004992,0,245,14.019810676574709
 dentist doing a procedure to a patient,/datadrive/videos-popular/6763341.mp4,460,1080,1920,/datadrive2/grounded_sam2_output_v100/6763341/masks_images,6763341,0,459,4.8604817390441895
"Two individuals stand in vibrant traditional attire, while a child sits on a sofa playing a drum in a festively decorated room.",/datadrive/videos-popular/6195396.mp4,241,3840,2160,/datadrive2/grounded_sam2_output_v100/6195396/masks_images,6195396,0,240,5.381741046905518
 man aiming for prey with his riffle,/datadrive/videos-popular/6200895.mp4,514,2160,3840,/datadrive2/grounded_sam2_output_v100/6200895/masks_images,6200895,0,513,3.6490087509155273
 a dentist removing dental braces on the patient,/datadrive/videos-popular/6528848.mp4,430,4096,2160,/datadrive2/grounded_sam2_output_v100/6528848/masks_images,6528848,0,429,8.622193336486816
 message written in body,/datadrive/videos-popular/6782493.mp4,232,1920,1080,/datadrive2/grounded_sam2_output_v100/6782493/masks_images,6782493,0,231,4.262972354888916
"A cozy indoor scene features a Christmas tree, a softly lit lamp, and plants near a window with a twilight view.",/datadrive/videos-popular/5974424.mp4,662,4096,2160,/datadrive2/grounded_sam2_output_v100/5974424/masks_images,5974424,0,661,17.015777587890625
 group of people having a toast,/datadrive/videos-popular/6396009.mp4,701,1080,1920,/datadrive2/grounded_sam2_output_v100/6396009/masks_images,6396009,0,700,2.490087509155273
 drone footage of the snow covered mountain peak,/datadrive/videos-popular/6314072.mp4,1424,3840,2160,/datadrive2/grounded_sam2_output_v100/6314072/masks_images,6314072,0,1423,3.4857447147369385
 woman walking with her dog outside during winter,/datadrive/videos-popular/6522977.mp4,187,2560,1440,/datadrive2/grounded_sam2_output_v100/6522977/masks_images,6522977,0,186,5.708720207214356
 men checking paperwork and using digital tablet,/datadrive/videos-popular/6700649.mp4,225,3840,2160,/datadrive2/grounded_sam2_output_v100/6700649/masks_images,6700649,0,224,3.9894070625305176
 a man looking in the camera while wearing sunglasses,/datadrive/videos-popular/6950872.mp4,236,2160,3840,/datadrive2/grounded_sam2_output_v100/6950872/masks_images,6950872,0,235,6.766128540039063
 time lapse video of ocean and clouds,/datadrive/videos-popular/6242790.mp4,863,1080,1920,/datadrive2/grounded_sam2_output_v100/6242790/masks_images,6242790,0,862,26.38122940063477
 people with their legs in the air,/datadrive/videos-popular/6939967.mp4,759,1080,1920,/datadrive2/grounded_sam2_output_v100/6939967/masks_images,6939967,0,758,2.0446012020111084
 couple of golfers posing looking at camera,/datadrive/videos-popular/6255530.mp4,377,4096,2160,/datadrive2/grounded_sam2_output_v100/6255530/masks_images,6255530,0,376,5.950381755828857
 man picking up a book from the shelf,/datadrive/videos-popular/6550655.mp4,479,3840,2160,/datadrive2/grounded_sam2_output_v100/6550655/masks_images,6550655,0,478,5.090414524078369
 man carrying a baby on his shoulder and woman having a bonding time at the park,/datadrive/videos-popular/6181532.mp4,262,2560,1440,/datadrive2/grounded_sam2_output_v100/6181532/masks_images,6181532,0,261,4.027487754821777
"A person is lying on a grey couch, holding a smartphone, with colorful pillows around, in a relaxed indoor setting.",/datadrive/videos-popular/6667073.mp4,314,3840,2160,/datadrive2/grounded_sam2_output_v100/6667073/masks_images,6667073,0,313,4.699410438537598
 woman using an oil in her hands,/datadrive/videos-popular/6793096.mp4,530,4096,2160,/datadrive2/grounded_sam2_output_v100/6793096/masks_images,6793096,0,529,2.688475608825684
 aerial footage ruined houses in the forest,/datadrive/videos-popular/5748478.mp4,171,2560,1440,/datadrive2/grounded_sam2_output_v100/5748478/masks_images,5748478,0,170,7.374464511871338
Three individuals engage in a collaborative discussion in a room with a whiteboard covered in handwritten notes and sticky notes on the wall.,/datadrive/videos-popular/6913859.mp4,658,3840,2160,/datadrive2/grounded_sam2_output_v100/6913859/masks_images,6913859,0,657,3.6699626445770255
 low angle footage of a palm tree,/datadrive/videos-popular/6018713.mp4,269,1920,1080,/datadrive2/grounded_sam2_output_v100/6018713/masks_images,6018713,0,268,5.593462467193604
 people protesting in the street,/datadrive/videos-popular/6258024.mp4,200,3840,2160,/datadrive2/grounded_sam2_output_v100/6258024/masks_images,6258024,0,199,36.43446731567383
"A farmer carefully removes a young plant from a plastic tray, kneeling on the soil with irrigation lines running parallel behind him.",/datadrive/videos-popular/5766183.mp4,300,3840,2160,/datadrive2/grounded_sam2_output_v100/5766183/masks_images,5766183,0,299,3.7551989555358887
 a man hands full of shopping bags,/datadrive/videos-popular/5890241.mp4,340,1440,2560,/datadrive2/grounded_sam2_output_v100/5890241/masks_images,5890241,0,339,2.392160654067993
A person stirs coffee in a pot over a portable stove while camping outdoors.,/datadrive/videos-popular/5738127.mp4,267,3840,2160,/datadrive2/grounded_sam2_output_v100/5738127/masks_images,5738127,0,266,2.629554986953736
 young woman dancing with light tube,/datadrive/videos-popular/6836033.mp4,606,1920,1080,/datadrive2/grounded_sam2_output_v100/6836033/masks_images,6836033,0,605,7.421886920928955
 a person wearing a fedora hat,/datadrive/videos-popular/6740846.mp4,309,1080,1920,/datadrive2/grounded_sam2_output_v100/6740846/masks_images,6740846,0,308,19.21500015258789
"A person with green eyeliner peeks through a cluster of fern leaves, creating a mysterious and nature-inspired scene.",/datadrive/videos-popular/6226888.mp4,1263,4096,2160,/datadrive2/grounded_sam2_output_v100/6226888/masks_images,6226888,0,1262,8.741512298583984
 a man playing drums,/datadrive/videos-popular/6274262.mp4,382,3840,2160,/datadrive2/grounded_sam2_output_v100/6274262/masks_images,6274262,0,381,8.007657051086426
 a woman massaging her neck,/datadrive/videos-popular/6724793.mp4,244,1080,1920,/datadrive2/grounded_sam2_output_v100/6724793/masks_images,6724793,0,243,22.089937210083008
 monkey climbing the tree using a rope of the swing,/datadrive/videos-popular/6434168.mp4,348,3840,2160,/datadrive2/grounded_sam2_output_v100/6434168/masks_images,6434168,0,347,11.06793212890625
 vertical video of a woman dancing,/datadrive/videos-popular/5805069.mp4,266,2160,3840,/datadrive2/grounded_sam2_output_v100/5805069/masks_images,5805069,0,265,19.46240234375
 man sleeping on his bed,/datadrive/videos-popular/5983694.mp4,255,3840,2160,/datadrive2/grounded_sam2_output_v100/5983694/masks_images,5983694,0,254,7.624131202697754
"A smiling chef in a striped apron gestures towards the viewer, in a kitchen with a lamp, shelves, and a POS terminal.",/datadrive/videos-popular/6604358.mp4,172,2160,3840,/datadrive2/grounded_sam2_output_v100/6604358/masks_images,6604358,0,171,7.072449207305908
 woman on the phone at a park,/datadrive/videos-popular/6145394.mp4,240,2160,3840,/datadrive2/grounded_sam2_output_v100/6145394/masks_images,6145394,0,239,2.0466113090515137
 a close up shot of accessories,/datadrive/videos-popular/5815081.mp4,66,1920,1080,/datadrive2/grounded_sam2_output_v100/5815081/masks_images,5815081,0,65,47.203460693359375
 woman teaching to a little girl while sitting on the sofa holding a wooden number cubes,/datadrive/videos-popular/6168736.mp4,340,4096,2160,/datadrive2/grounded_sam2_output_v100/6168736/masks_images,6168736,0,339,4.253922462463379
 massage therapists putting oil on their hands,/datadrive/videos-popular/5894181.mp4,355,3840,2160,/datadrive2/grounded_sam2_output_v100/5894181/masks_images,5894181,0,354,2.831904172897339
 a man practicing tennis strokes,/datadrive/videos-popular/6292871.mp4,358,4096,2160,/datadrive2/grounded_sam2_output_v100/6292871/masks_images,6292871,0,357,4.597127437591553
 person mixing dough in a bowl,/datadrive/videos-popular/6092040.mp4,398,4096,2160,/datadrive2/grounded_sam2_output_v100/6092040/masks_images,6092040,0,397,7.588903427124023
 man helping boy with helmet,/datadrive/videos-popular/6557477.mp4,1172,4096,2160,/datadrive2/grounded_sam2_output_v100/6557477/masks_images,6557477,0,1171,7.070756435394287
 woman stretching in the mat,/datadrive/videos-popular/6443907.mp4,282,2560,1080,/datadrive2/grounded_sam2_output_v100/6443907/masks_images,6443907,0,281,4.081383228302002
 a passing metro train at station,/datadrive/videos-popular/5921951.mp4,249,720,1280,/datadrive2/grounded_sam2_output_v100/5921951/masks_images,5921951,0,248,7.686768531799316
 close up video of an elderly man,/datadrive/videos-popular/6830384.mp4,432,4096,2160,/datadrive2/grounded_sam2_output_v100/6830384/masks_images,6830384,0,431,3.484222173690796
 woman swinging a golf club,/datadrive/videos-popular/6573534.mp4,258,1920,1080,/datadrive2/grounded_sam2_output_v100/6573534/masks_images,6573534,0,257,21.57604217529297
 woman brushing the teeth of a boy,/datadrive/videos-popular/6337021.mp4,513,2160,3840,/datadrive2/grounded_sam2_output_v100/6337021/masks_images,6337021,0,512,3.1513631343841557
 man in white long sleeve shirt holding a red rose,/datadrive/videos-popular/6708630.mp4,480,2160,3840,/datadrive2/grounded_sam2_output_v100/6708630/masks_images,6708630,0,479,2.1023354530334477
 happy woman looking a paper,/datadrive/videos-popular/5923585.mp4,772,1080,1920,/datadrive2/grounded_sam2_output_v100/5923585/masks_images,5923585,0,771,4.6741814613342285
 a man practicing boxing inside the ring,/datadrive/videos-popular/6637262.mp4,453,3840,2160,/datadrive2/grounded_sam2_output_v100/6637262/masks_images,6637262,0,452,4.414509296417236
 person holding tools for knife painting,/datadrive/videos-popular/6731071.mp4,751,1920,1080,/datadrive2/grounded_sam2_output_v100/6731071/masks_images,6731071,0,750,3.5665957927703857
"A person in a glossy silver jacket stands in a dimly lit room with warm ambiance, as blurred figures suggest motion around them.",/datadrive/videos-popular/6174606.mp4,358,1080,1920,/datadrive2/grounded_sam2_output_v100/6174606/masks_images,6174606,0,357,18.684324264526367
"A toddler in a pastel dress sits on a plush carpet, clutching a knit hat, surrounded by soft toys and a wooden rocking chair.",/datadrive/videos-popular/6949195.mp4,760,1920,1080,/datadrive2/grounded_sam2_output_v100/6949195/masks_images,6949195,0,759,7.947115421295166
"A woman in a black dress is video chatting on a laptop at a festive table with lit candles, decorations, and a small Christmas tree.",/datadrive/videos-popular/6265617.mp4,576,1920,1080,/datadrive2/grounded_sam2_output_v100/6265617/masks_images,6265617,0,575,4.545277118682861
 person decorating a christmas tree,/datadrive/videos-popular/6072873.mp4,1177,4096,2160,/datadrive2/grounded_sam2_output_v100/6072873/masks_images,6072873,0,1176,2.828713178634644
 a dentist talking while looking at the screen,/datadrive/videos-popular/6502009.mp4,422,4096,2160,/datadrive2/grounded_sam2_output_v100/6502009/masks_images,6502009,0,421,3.5231525897979736
"In a serene, sunlit room, an individual wearing a cap sits at a wooden desk, engrossed in reading an open book.",/datadrive/videos-popular/5975321.mp4,824,4096,2160,/datadrive2/grounded_sam2_output_v100/5975321/masks_images,5975321,0,823,2.4539144039154053
 woman stretching and fitting herself in a cabinet,/datadrive/videos-popular/5747810.mp4,972,2160,4096,/datadrive2/grounded_sam2_output_v100/5747810/masks_images,5747810,0,971,5.106735229492188
 a person standing on the sadhu board,/datadrive/videos-popular/6944267.mp4,280,1920,1080,/datadrive2/grounded_sam2_output_v100/6944267/masks_images,6944267,0,279,2.697878122329712
 young woman posing with green apples and grapes behind glasses of water,/datadrive/videos-popular/5876900.mp4,531,4096,2160,/datadrive2/grounded_sam2_output_v100/5876900/masks_images,5876900,0,530,3.024389743804932
 woman shooting with bow and arrow,/datadrive/videos-popular/6603006.mp4,324,1920,1080,/datadrive2/grounded_sam2_output_v100/6603006/masks_images,6603006,0,323,3.877921581268311
 couple eating breakfast,/datadrive/videos-popular/6481731.mp4,257,3840,2160,/datadrive2/grounded_sam2_output_v100/6481731/masks_images,6481731,0,256,4.066201210021973
 crop child playing with musical instrument,/datadrive/videos-popular/6168532.mp4,327,4096,2160,/datadrive2/grounded_sam2_output_v100/6168532/masks_images,6168532,0,326,6.54025411605835
A dentist wearing a mask and gloves points to a digital diagram of teeth on a laptop screen.,/datadrive/videos-popular/6630463.mp4,322,4096,2160,/datadrive2/grounded_sam2_output_v100/6630463/masks_images,6630463,0,321,10.216910362243652
"A blurry image of a woman with a sequined top and a gold bracelet, raising her arm in a blurred motion against a grey background.",/datadrive/videos-popular/6892508.mp4,475,1920,1080,/datadrive2/grounded_sam2_output_v100/6892508/masks_images,6892508,0,474,2.8496334552764893
"A person is draped in a beige hijab over a textured sweater, standing against a wooden background.",/datadrive/videos-popular/6245720.mp4,860,2160,4096,/datadrive2/grounded_sam2_output_v100/6245720/masks_images,6245720,0,859,2.549602031707764
"Three people are gathered around a dining table adorned with various dishes, sharing a meal together.",/datadrive/videos-popular/5990718.mp4,405,4096,2160,/datadrive2/grounded_sam2_output_v100/5990718/masks_images,5990718,0,404,6.608872413635254
A person wearing a white furry costume is captured from behind with a soft-focus background featuring warm bokeh lights.,/datadrive/videos-popular/6306183.mp4,251,2560,1440,/datadrive2/grounded_sam2_output_v100/6306183/masks_images,6306183,0,250,6.54463529586792
 a person holding a plastic toy robot,/datadrive/videos-popular/6666280.mp4,394,4096,1974,/datadrive2/grounded_sam2_output_v100/6666280/masks_images,6666280,0,393,3.581142902374268
A person's hands are preparing a cheese and grape platter on a wooden board in a modern kitchen.,/datadrive/videos-popular/6004972.mp4,285,1920,1080,/datadrive2/grounded_sam2_output_v100/6004972/masks_images,6004972,0,284,31.934703826904297
 couple running in the woods with their dog during winter,/datadrive/videos-popular/6714790.mp4,204,3840,2160,/datadrive2/grounded_sam2_output_v100/6714790/masks_images,6714790,0,203,2.645073890686035
 crop person preparing dish on frying pan,/datadrive/videos-popular/6216448.mp4,370,2160,3840,/datadrive2/grounded_sam2_output_v100/6216448/masks_images,6216448,0,369,28.22136878967285
 businesswoman in private jet,/datadrive/videos-popular/5778807.mp4,192,3840,2160,/datadrive2/grounded_sam2_output_v100/5778807/masks_images,5778807,0,191,12.83410930633545
 silver garlands hanging on wall,/datadrive/videos-popular/6180751.mp4,182,1080,1920,/datadrive2/grounded_sam2_output_v100/6180751/masks_images,6180751,0,181,6.163015842437744
 a woman lying in bed while watching television,/datadrive/videos-popular/6951593.mp4,2247,2732,1440,/datadrive2/grounded_sam2_output_v100/6951593/masks_images,6951593,0,2246,2.417024850845337
 a young girl surprised with her christmas gifts,/datadrive/videos-popular/5754898.mp4,399,2160,3840,/datadrive2/grounded_sam2_output_v100/5754898/masks_images,5754898,0,398,4.960630893707275
 tailor measuring woman s waistline,/datadrive/videos-popular/6459991.mp4,343,1080,1920,/datadrive2/grounded_sam2_output_v100/6459991/masks_images,6459991,0,342,4.180229187011719
 bamboo trees in the backyard,/datadrive/videos-popular/5949443.mp4,227,720,1280,/datadrive2/grounded_sam2_output_v100/5949443/masks_images,5949443,0,226,4.409300327301025
 young female delivery staff coming out of van with parcel,/datadrive/videos-popular/6170432.mp4,376,3840,2160,/datadrive2/grounded_sam2_output_v100/6170432/masks_images,6170432,0,375,8.789164543151855
 person tying a meat,/datadrive/videos-popular/5752761.mp4,1325,3840,2160,/datadrive2/grounded_sam2_output_v100/5752761/masks_images,5752761,0,1324,3.4019579887390137
"A network of glowing white lines crisscross above a dark surface, creating a geometric pattern in the dimly lit area.",/datadrive/videos-popular/6159283.mp4,194,1920,1080,/datadrive2/grounded_sam2_output_v100/6159283/masks_images,6159283,0,193,7.806048393249512
 young man using laptop,/datadrive/videos-popular/6193983.mp4,386,3840,2160,/datadrive2/grounded_sam2_output_v100/6193983/masks_images,6193983,0,385,2.4270033836364746
 a woman painting an egg,/datadrive/videos-popular/6589115.mp4,204,1920,1080,/datadrive2/grounded_sam2_output_v100/6589115/masks_images,6589115,0,203,6.674838066101074
"An empty escalator ascends, its metal steps reflecting the overhead lights, leading to an unseen destination.",/datadrive/videos-popular/6175142.mp4,640,1920,1080,/datadrive2/grounded_sam2_output_v100/6175142/masks_images,6175142,0,639,20.443403244018555
 man reading a book while in the train,/datadrive/videos-popular/6637234.mp4,356,3840,2160,/datadrive2/grounded_sam2_output_v100/6637234/masks_images,6637234,0,355,2.730635643005371
 a woman taking pictures of her natural surroundings,/datadrive/videos-popular/5967728.mp4,1408,4096,2160,/datadrive2/grounded_sam2_output_v100/5967728/masks_images,5967728,0,1407,2.5542960166931152
 a woman posing lying on a lounge chair,/datadrive/videos-popular/5979719.mp4,549,4096,2160,/datadrive2/grounded_sam2_output_v100/5979719/masks_images,5979719,0,548,2.645739316940308
 aerial view of snowy mountainous area,/datadrive/videos-popular/6598418.mp4,600,1920,1080,/datadrive2/grounded_sam2_output_v100/6598418/masks_images,6598418,0,599,4.513879299163818
 dog owner playing with her pet,/datadrive/videos-popular/6231306.mp4,562,2560,1440,/datadrive2/grounded_sam2_output_v100/6231306/masks_images,6231306,0,561,7.661065101623535
 a kid in yellow jacket,/datadrive/videos-popular/6133253.mp4,429,2160,4096,/datadrive2/grounded_sam2_output_v100/6133253/masks_images,6133253,0,428,3.4339325428009038
 woman smiling holding a flower bouquet,/datadrive/videos-popular/6016148.mp4,273,4096,2160,/datadrive2/grounded_sam2_output_v100/6016148/masks_images,6016148,0,272,6.146574974060059
 a close up look of a cyborg hand,/datadrive/videos-popular/6153727.mp4,279,2160,4096,/datadrive2/grounded_sam2_output_v100/6153727/masks_images,6153727,0,278,4.8681745529174805
A group of people attentively observes a presentation in a brick-walled room with a speaker making notes standing in front.,/datadrive/videos-popular/5762148.mp4,267,3840,2160,/datadrive2/grounded_sam2_output_v100/5762148/masks_images,5762148,0,266,11.306381225585938
 man choreographing in the stairs,/datadrive/videos-popular/6345048.mp4,617,2160,4096,/datadrive2/grounded_sam2_output_v100/6345048/masks_images,6345048,0,616,15.387981414794922
 friends clinking wine glasses at the deck,/datadrive/videos-popular/6760613.mp4,397,2560,1440,/datadrive2/grounded_sam2_output_v100/6760613/masks_images,6760613,0,396,2.858596086502075
 people enjoying asian cuisine,/datadrive/videos-popular/6645761.mp4,322,1920,1080,/datadrive2/grounded_sam2_output_v100/6645761/masks_images,6645761,0,321,7.414750576019287
