text,path,num_frames,width,height,trajectory_maps_path,videoid,mask_start_index,mask_end_index,box_path
 a woman waving for a taxi,/datadrive3/pure_data/videos/5354699.mp4,240,1920,1080,/datadrive3/pure_data/masks/5354699,5354699,0,239,/datadrive3/pure_data/boxs/5354699
 woman meditating at a park,/datadrive3/pure_data/videos/5544587.mp4,273,1920,1080,/datadrive3/pure_data/masks/5544587,5544587,0,272,/datadrive3/pure_data/boxs/5544587
 video of couple listening music together,/datadrive3/pure_data/videos/4649517.mp4,336,1920,1080,/datadrive3/pure_data/masks/4649517,4649517,0,335,/datadrive3/pure_data/boxs/4649517
 a couple walking in the park while holding hands,/datadrive3/pure_data/videos/4290209.mp4,225,1920,1080,/datadrive3/pure_data/masks/4290209,4290209,0,224,/datadrive3/pure_data/boxs/4290209
 teens traveling with their ponies,/datadrive3/pure_data/videos/5026220.mp4,457,1920,1012,/datadrive3/pure_data/masks/5026220,5026220,0,456,/datadrive3/pure_data/boxs/5026220
 man writing on a paper while drinking on a cup,/datadrive3/pure_data/videos/5302852.mp4,676,568,1080,/datadrive3/pure_data/masks/5302852,5302852,0,675,/datadrive3/pure_data/boxs/5302852
 a couple spending time together in the gym,/datadrive3/pure_data/videos/4866855.mp4,221,1920,1080,/datadrive3/pure_data/masks/4866855,4866855,0,220,/datadrive3/pure_data/boxs/4866855
"A person sits on a rocky riverbank among lush trees, holding a fishing rod over calm waters, while another's knee and hand are visible in the foreground.",/datadrive3/pure_data/videos/4830297.mp4,1916,568,1080,/datadrive3/pure_data/masks/4830297,4830297,0,1915,/datadrive3/pure_data/boxs/4830297
 low angle view of woman going down from the climbing wall,/datadrive3/pure_data/videos/5383062.mp4,251,606,1080,/datadrive3/pure_data/masks/5383062,5383062,0,250,/datadrive3/pure_data/boxs/5383062
 a man using a bandsaw in a factory,/datadrive3/pure_data/videos/4941369.mp4,190,1920,1080,/datadrive3/pure_data/masks/4941369,4941369,0,189,/datadrive3/pure_data/boxs/4941369
"A person and their dog walking along a gravel path surrounded by blooming trees, with a hilltop castle in the distance.",/datadrive3/pure_data/videos/4129269.mp4,512,1920,1080,/datadrive3/pure_data/masks/4129269,4129269,0,511,/datadrive3/pure_data/boxs/4129269
 masked worker smoothing guitar wood,/datadrive3/pure_data/videos/5058609.mp4,433,606,1080,/datadrive3/pure_data/masks/5058609,5058609,0,432,/datadrive3/pure_data/boxs/5058609
 a spider crawling on its web,/datadrive3/pure_data/videos/5645576.mp4,240,1920,1080,/datadrive3/pure_data/masks/5645576,5645576,0,239,/datadrive3/pure_data/boxs/5645576
 elderly man jumping on the trampoline,/datadrive3/pure_data/videos/5292493.mp4,254,1920,1080,/datadrive3/pure_data/masks/5292493,5292493,0,253,/datadrive3/pure_data/boxs/5292493
 a little girl riding the floor mop her daddy is using in wiping the floor,/datadrive3/pure_data/videos/4823194.mp4,203,1920,1080,/datadrive3/pure_data/masks/4823194,4823194,0,202,/datadrive3/pure_data/boxs/4823194
"A close-up of a person's hand with dust particles floating in the air, creating a soft and hazy atmosphere.",/datadrive3/pure_data/videos/5114846.mp4,506,1920,1080,/datadrive3/pure_data/masks/5114846,5114846,0,505,/datadrive3/pure_data/boxs/5114846
 a couple eating in an outdoor restaurant,/datadrive3/pure_data/videos/5642514.mp4,266,1920,1080,/datadrive3/pure_data/masks/5642514,5642514,0,265,/datadrive3/pure_data/boxs/5642514
 a woman working on mixing console,/datadrive3/pure_data/videos/5657840.mp4,673,568,1080,/datadrive3/pure_data/masks/5657840,5657840,0,672,/datadrive3/pure_data/boxs/5657840
 an elderly woman baking,/datadrive3/pure_data/videos/5591016.mp4,507,1920,1012,/datadrive3/pure_data/masks/5591016,5591016,0,506,/datadrive3/pure_data/boxs/5591016
 women holding hands together,/datadrive3/pure_data/videos/4976971.mp4,267,606,1080,/datadrive3/pure_data/masks/4976971,4976971,0,266,/datadrive3/pure_data/boxs/4976971
A person browses through large framed pictures in a room adorned with fairy lights and an assortment of artworks on the shelves and walls.,/datadrive3/pure_data/videos/3626005.mp4,450,1920,1012,/datadrive3/pure_data/masks/3626005,3626005,0,449,/datadrive3/pure_data/boxs/3626005
 purple cluster flowers footage,/datadrive3/pure_data/videos/5013481.mp4,526,1920,1080,/datadrive3/pure_data/masks/5013481,5013481,0,525,/datadrive3/pure_data/boxs/5013481
 food man woman smartphone,/datadrive3/pure_data/videos/4121627.mp4,1516,1920,1080,/datadrive3/pure_data/masks/4121627,4121627,0,1515,/datadrive3/pure_data/boxs/4121627
 drone footage of drivers racing go karts,/datadrive3/pure_data/videos/5637869.mp4,216,1920,1080,/datadrive3/pure_data/masks/5637869,5637869,0,215,/datadrive3/pure_data/boxs/5637869
 man eating pizza at home,/datadrive3/pure_data/videos/4170163.mp4,492,1920,1080,/datadrive3/pure_data/masks/4170163,4170163,0,491,/datadrive3/pure_data/boxs/4170163
 a woman hugging and petting her dog,/datadrive3/pure_data/videos/5226999.mp4,346,1920,1080,/datadrive3/pure_data/masks/5226999,5226999,0,345,/datadrive3/pure_data/boxs/5226999
 woman holding a baby,/datadrive3/pure_data/videos/3997925.mp4,56,606,1080,/datadrive3/pure_data/masks/3997925,3997925,0,55,/datadrive3/pure_data/boxs/3997925
"A close-up of a woman's upper body, wearing a light beige bra, with her arms crossed and hands resting on her shoulders against a plain background.",/datadrive3/pure_data/videos/5252700.mp4,387,1920,1080,/datadrive3/pure_data/masks/5252700,5252700,0,386,/datadrive3/pure_data/boxs/5252700
 a cute little girl blowing bubbles,/datadrive3/pure_data/videos/5273429.mp4,301,1920,1080,/datadrive3/pure_data/masks/5273429,5273429,0,300,/datadrive3/pure_data/boxs/5273429
"In this urban scene, a person in a yellow top and red glossy overalls adjusts their red sunglasses against a graffiti-laden brick backdrop.",/datadrive3/pure_data/videos/5561639.mp4,274,1920,1080,/datadrive3/pure_data/masks/5561639,5561639,0,273,/datadrive3/pure_data/boxs/5561639
 kids playing toys in a playroom,/datadrive3/pure_data/videos/3678269.mp4,183,1920,1012,/datadrive3/pure_data/masks/3678269,3678269,0,182,/datadrive3/pure_data/boxs/3678269
 person workout at the beach sand,/datadrive3/pure_data/videos/4928041.mp4,244,1920,1080,/datadrive3/pure_data/masks/4928041,4928041,0,243,/datadrive3/pure_data/boxs/4928041
 a father dancing with her daughter,/datadrive3/pure_data/videos/4823203.mp4,286,1920,1080,/datadrive3/pure_data/masks/4823203,4823203,0,285,/datadrive3/pure_data/boxs/4823203
 woman doing online shopping,/datadrive3/pure_data/videos/4962806.mp4,274,606,1080,/datadrive3/pure_data/masks/4962806,4962806,0,273,/datadrive3/pure_data/boxs/4962806
 elderly woman holding a plant,/datadrive3/pure_data/videos/5473639.mp4,65,1920,1080,/datadrive3/pure_data/masks/5473639,5473639,0,64,/datadrive3/pure_data/boxs/5473639
 a man using a laptop on a railing by the river,/datadrive3/pure_data/videos/4569982.mp4,503,1920,1080,/datadrive3/pure_data/masks/4569982,4569982,0,502,/datadrive3/pure_data/boxs/4569982
 a woman using a tablet,/datadrive3/pure_data/videos/4962002.mp4,371,606,1080,/datadrive3/pure_data/masks/4962002,4962002,0,370,/datadrive3/pure_data/boxs/4962002
"Glossy green banana leaves overlap in a close-up, capturing the graceful curves and texture of the foliage.",/datadrive3/pure_data/videos/4926168.mp4,122,1920,1012,/datadrive3/pure_data/masks/4926168,4926168,0,121,/datadrive3/pure_data/boxs/4926168
 man talking on the phone,/datadrive3/pure_data/videos/5212612.mp4,731,606,1080,/datadrive3/pure_data/masks/5212612,5212612,0,730,/datadrive3/pure_data/boxs/5212612
 a man checking his glasses,/datadrive3/pure_data/videos/5273839.mp4,406,1920,1012,/datadrive3/pure_data/masks/5273839,5273839,0,405,/datadrive3/pure_data/boxs/5273839
 man getting his fishing rod ready,/datadrive3/pure_data/videos/4822318.mp4,983,568,1080,/datadrive3/pure_data/masks/4822318,4822318,0,982,/datadrive3/pure_data/boxs/4822318
"A close-up of a person's face with small flower and shrub tattoos on the skin, the eye gazing intently.",/datadrive3/pure_data/videos/4273406.mp4,472,1920,1012,/datadrive3/pure_data/masks/4273406,4273406,0,471,/datadrive3/pure_data/boxs/4273406
 a couple eating together,/datadrive3/pure_data/videos/5677046.mp4,2528,606,1080,/datadrive3/pure_data/masks/5677046,5677046,0,2527,/datadrive3/pure_data/boxs/5677046
A woman in a pink skirt watches a majestic water fountain surrounded by lush lily pads on the lake's surface as evening approaches.,/datadrive3/pure_data/videos/5544621.mp4,305,1920,1080,/datadrive3/pure_data/masks/5544621,5544621,0,304,/datadrive3/pure_data/boxs/5544621
 woman holding a stethoscope,/datadrive3/pure_data/videos/5234538.mp4,150,1920,1080,/datadrive3/pure_data/masks/5234538,5234538,0,149,/datadrive3/pure_data/boxs/5234538
 woman doing yoga at home,/datadrive3/pure_data/videos/4359317.mp4,411,1920,1080,/datadrive3/pure_data/masks/4359317,4359317,0,410,/datadrive3/pure_data/boxs/4359317
 man standing in a buddhist temple,/datadrive3/pure_data/videos/5518730.mp4,529,1920,1080,/datadrive3/pure_data/masks/5518730,5518730,0,528,/datadrive3/pure_data/boxs/5518730
 dentist explaining the dentures,/datadrive3/pure_data/videos/4488803.mp4,319,1920,1080,/datadrive3/pure_data/masks/4488803,4488803,0,318,/datadrive3/pure_data/boxs/4488803
 boy reading his school book,/datadrive3/pure_data/videos/5302508.mp4,181,1920,1080,/datadrive3/pure_data/masks/5302508,5302508,0,180,/datadrive3/pure_data/boxs/5302508
 woman braiding another woman s hair,/datadrive3/pure_data/videos/5084221.mp4,539,1920,1012,/datadrive3/pure_data/masks/5084221,5084221,0,538,/datadrive3/pure_data/boxs/5084221
"A tattooed boxer, cloaked in shadows, poised with gloves raised, prepares for a fight in a dimly-lit ring.",/datadrive3/pure_data/videos/4761767.mp4,460,1920,1012,/datadrive3/pure_data/masks/4761767,4761767,0,459,/datadrive3/pure_data/boxs/4761767
"A nail technician paints a client's nails with a brush, focusing on precision, while surrounded by nail polish bottles.",/datadrive3/pure_data/videos/3997848.mp4,481,568,1080,/datadrive3/pure_data/masks/3997848,3997848,0,480,/datadrive3/pure_data/boxs/3997848
 sun rays through the gaps of long leaves,/datadrive3/pure_data/videos/3422946.mp4,231,1906,1080,/datadrive3/pure_data/masks/3422946,3422946,0,230,/datadrive3/pure_data/boxs/3422946
 sunset view over the horizon of a vast land of open space,/datadrive3/pure_data/videos/3121392.mp4,393,1920,1080,/datadrive3/pure_data/masks/3121392,3121392,0,392,/datadrive3/pure_data/boxs/3121392
 man agriculture farm farmer,/datadrive3/pure_data/videos/4918210.mp4,541,1920,1012,/datadrive3/pure_data/masks/4918210,4918210,0,540,/datadrive3/pure_data/boxs/4918210
"A person is seated on a wooden stool, fervently strumming a black acoustic guitar against a neutral background with a hint of greenery to the side.",/datadrive3/pure_data/videos/4494904.mp4,637,1920,1080,/datadrive3/pure_data/masks/4494904,4494904,0,636,/datadrive3/pure_data/boxs/4494904
"A barista with a tattooed arm operates an espresso machine, as steam rises from the milk frother and a small cup sits on the drip tray.",/datadrive3/pure_data/videos/4796961.mp4,466,1920,1012,/datadrive3/pure_data/masks/4796961,4796961,0,465,/datadrive3/pure_data/boxs/4796961
 men getting items from the shelves in the warehouse,/datadrive3/pure_data/videos/4284183.mp4,207,1920,1080,/datadrive3/pure_data/masks/4284183,4284183,0,206,/datadrive3/pure_data/boxs/4284183
 a woman alone in a bar look over her shoulder on people dancing in group,/datadrive3/pure_data/videos/3188957.mp4,237,1920,1080,/datadrive3/pure_data/masks/3188957,3188957,0,236,/datadrive3/pure_data/boxs/3188957
 a woman cleaning the frame,/datadrive3/pure_data/videos/4440712.mp4,101,606,1080,/datadrive3/pure_data/masks/4440712,4440712,0,100,/datadrive3/pure_data/boxs/4440712
 woman running outside the hall of a building,/datadrive3/pure_data/videos/3205919.mp4,221,606,1080,/datadrive3/pure_data/masks/3205919,3205919,0,220,/datadrive3/pure_data/boxs/3205919
 man drinking a bottle of beer,/datadrive3/pure_data/videos/5052487.mp4,115,1920,1080,/datadrive3/pure_data/masks/5052487,5052487,0,114,/datadrive3/pure_data/boxs/5052487
 low angle shot of silhouette of a statue,/datadrive3/pure_data/videos/5085146.mp4,852,1920,1080,/datadrive3/pure_data/masks/5085146,5085146,0,851,/datadrive3/pure_data/boxs/5085146
"A person wearing a hoodie stands outside, clasping hands together, with a backdrop of sunlit apartment buildings.",/datadrive3/pure_data/videos/4065387.mp4,294,1920,1080,/datadrive3/pure_data/masks/4065387,4065387,0,293,/datadrive3/pure_data/boxs/4065387
 a woman using a facial roller,/datadrive3/pure_data/videos/5418692.mp4,66,1920,1080,/datadrive3/pure_data/masks/5418692,5418692,0,65,/datadrive3/pure_data/boxs/5418692
 crossing a river in an off road driving adventure,/datadrive3/pure_data/videos/4385186.mp4,845,1280,720,/datadrive3/pure_data/masks/4385186,4385186,0,844,/datadrive3/pure_data/boxs/4385186
"A person with a towel wrapped around their head sits at a table, hands clasped together, in a dimly lit room with a lamp and mirror.",/datadrive3/pure_data/videos/4612182.mp4,448,568,1080,/datadrive3/pure_data/masks/4612182,4612182,0,447,/datadrive3/pure_data/boxs/4612182
"A close-up shows blonde hair with a natural background of greenery, suggesting an outdoor setting.",/datadrive3/pure_data/videos/4154533.mp4,255,1920,1080,/datadrive3/pure_data/masks/4154533,4154533,0,254,/datadrive3/pure_data/boxs/4154533
 little girl letting go of an untied balloon,/datadrive3/pure_data/videos/5272149.mp4,221,568,1080,/datadrive3/pure_data/masks/5272149,5272149,0,220,/datadrive3/pure_data/boxs/5272149
 man woman sport exercise,/datadrive3/pure_data/videos/4258996.mp4,262,1920,1080,/datadrive3/pure_data/masks/4258996,4258996,0,261,/datadrive3/pure_data/boxs/4258996
 a woman checking the quality of a draw string cloth bag she sewed,/datadrive3/pure_data/videos/3755539.mp4,250,568,1080,/datadrive3/pure_data/masks/3755539,3755539,0,249,/datadrive3/pure_data/boxs/3755539
 woman glass plant flora,/datadrive3/pure_data/videos/4507770.mp4,1239,1920,1012,/datadrive3/pure_data/masks/4507770,4507770,0,1238,/datadrive3/pure_data/boxs/4507770
A person in a colorful feathered headdress and patterned outfit raises their arm joyfully in a cozy room adorned with string lights.,/datadrive3/pure_data/videos/5607918.mp4,253,1920,1012,/datadrive3/pure_data/masks/5607918,5607918,0,252,/datadrive3/pure_data/boxs/5607918
 a couple hugging each other at the street,/datadrive3/pure_data/videos/5705903.mp4,527,606,1080,/datadrive3/pure_data/masks/5705903,5705903,0,526,/datadrive3/pure_data/boxs/5705903
 shirtless man playing basketball,/datadrive3/pure_data/videos/5274577.mp4,546,568,1080,/datadrive3/pure_data/masks/5274577,5274577,0,545,/datadrive3/pure_data/boxs/5274577
 a woman holding a cup of hot cocoa on the bed,/datadrive3/pure_data/videos/5407455.mp4,246,606,1080,/datadrive3/pure_data/masks/5407455,5407455,0,245,/datadrive3/pure_data/boxs/5407455
"Orange sparks flying in a chaotic pattern against a dark background, creating a mesmerizing and dynamic display.",/datadrive3/pure_data/videos/4186948.mp4,201,1920,1080,/datadrive3/pure_data/masks/4186948,4186948,0,200,/datadrive3/pure_data/boxs/4186948
 mother and daughter spending time in the kitchen,/datadrive3/pure_data/videos/5593236.mp4,257,1920,1080,/datadrive3/pure_data/masks/5593236,5593236,0,256,/datadrive3/pure_data/boxs/5593236
Two individuals wearing patterned shirts sit facing each other in a room adorned with green hanging plants.,/datadrive3/pure_data/videos/5664340.mp4,492,1920,1080,/datadrive3/pure_data/masks/5664340,5664340,0,491,/datadrive3/pure_data/boxs/5664340
 a man using an old camera,/datadrive3/pure_data/videos/4555742.mp4,189,568,1080,/datadrive3/pure_data/masks/4555742,4555742,0,188,/datadrive3/pure_data/boxs/4555742
 river flowing with waterfalls,/datadrive3/pure_data/videos/3173314.mp4,182,1920,1080,/datadrive3/pure_data/masks/3173314,3173314,0,181,/datadrive3/pure_data/boxs/3173314
 a young man having an argument in a video call,/datadrive3/pure_data/videos/4872941.mp4,1198,606,1080,/datadrive3/pure_data/masks/4872941,4872941,0,1197,/datadrive3/pure_data/boxs/4872941
 a mother embracing her daughter in bed while reading on a children s book,/datadrive3/pure_data/videos/3201103.mp4,274,1920,1080,/datadrive3/pure_data/masks/3201103,3201103,0,273,/datadrive3/pure_data/boxs/3201103
 mother and daughter playing with string lights,/datadrive3/pure_data/videos/3197537.mp4,976,606,1080,/datadrive3/pure_data/masks/3197537,3197537,0,975,/datadrive3/pure_data/boxs/3197537
 footage of a cat lying down on the ground,/datadrive3/pure_data/videos/3718585.mp4,223,1920,1080,/datadrive3/pure_data/masks/3718585,3718585,0,222,/datadrive3/pure_data/boxs/3718585
 a woman taking a group selfie photo using her smartphone,/datadrive3/pure_data/videos/3252014.mp4,288,1920,1080,/datadrive3/pure_data/masks/3252014,3252014,0,287,/datadrive3/pure_data/boxs/3252014
 a woman with a nose piercing dancing and smiling,/datadrive3/pure_data/videos/4917993.mp4,326,1920,1080,/datadrive3/pure_data/masks/4917993,4917993,0,325,/datadrive3/pure_data/boxs/4917993
 a precious moment of a man proposing to his woman,/datadrive3/pure_data/videos/4739603.mp4,627,1920,1012,/datadrive3/pure_data/masks/4739603,4739603,0,626,/datadrive3/pure_data/boxs/4739603
"A serene river flows through a lush green landscape, with rocks scattered along its banks and a tower peeking out in the distance.",/datadrive3/pure_data/videos/3987760.mp4,145,1920,1080,/datadrive3/pure_data/masks/3987760,3987760,0,144,/datadrive3/pure_data/boxs/3987760
 a woman walking out from a store,/datadrive3/pure_data/videos/5399651.mp4,37,1920,1080,/datadrive3/pure_data/masks/5399651,5399651,0,36,/datadrive3/pure_data/boxs/5399651
 shallow focus of woman showing her left hand with powder,/datadrive3/pure_data/videos/5378832.mp4,70,1920,1080,/datadrive3/pure_data/masks/5378832,5378832,0,69,/datadrive3/pure_data/boxs/5378832
Two individuals with long blond hair are holding square blocks in front of them against a plain beige background.,/datadrive3/pure_data/videos/4709624.mp4,828,1920,1012,/datadrive3/pure_data/masks/4709624,4709624,0,827,/datadrive3/pure_data/boxs/4709624
 a couple having fun while reading a book,/datadrive3/pure_data/videos/5531653.mp4,509,1920,1080,/datadrive3/pure_data/masks/5531653,5531653,0,508,/datadrive3/pure_data/boxs/5531653
 a little girl dancing with her dad,/datadrive3/pure_data/videos/4823204.mp4,369,1920,1080,/datadrive3/pure_data/masks/4823204,4823204,0,368,/datadrive3/pure_data/boxs/4823204
 fishing rod on the seashore,/datadrive3/pure_data/videos/5537766.mp4,535,1920,1080,/datadrive3/pure_data/masks/5537766,5537766,0,534,/datadrive3/pure_data/boxs/5537766
 close up video of person typing on his laptop and writing,/datadrive3/pure_data/videos/4991857.mp4,326,1920,1080,/datadrive3/pure_data/masks/4991857,4991857,0,325,/datadrive3/pure_data/boxs/4991857
 a man cooking pancakes and is satisfied with the taste,/datadrive3/pure_data/videos/3704775.mp4,252,568,1080,/datadrive3/pure_data/masks/3704775,3704775,0,251,/datadrive3/pure_data/boxs/3704775
"A train container is pulling into the station while the barrier moves up, signaling the end of the crossing warning.",/datadrive3/pure_data/videos/3379767.mp4,505,1920,1080,/datadrive3/pure_data/masks/3379767,3379767,0,504,/datadrive3/pure_data/boxs/3379767
 a young woman using an ipad while on the phone in the backseat,/datadrive3/pure_data/videos/4464575.mp4,416,1920,1080,/datadrive3/pure_data/masks/4464575,4464575,0,415,/datadrive3/pure_data/boxs/4464575
 train on the railway,/datadrive3/pure_data/videos/5321285.mp4,123,1920,1080,/datadrive3/pure_data/masks/5321285,5321285,0,122,/datadrive3/pure_data/boxs/5321285
 a man doing a battle ropes routine,/datadrive3/pure_data/videos/4367510.mp4,488,1920,1080,/datadrive3/pure_data/masks/4367510,4367510,0,487,/datadrive3/pure_data/boxs/4367510
 person walking on the outdoors,/datadrive3/pure_data/videos/4941684.mp4,151,1920,1080,/datadrive3/pure_data/masks/4941684,4941684,0,150,/datadrive3/pure_data/boxs/4941684
 woman in pink hijab smiling while holding a leaf,/datadrive3/pure_data/videos/5137642.mp4,342,606,1080,/datadrive3/pure_data/masks/5137642,5137642,0,341,/datadrive3/pure_data/boxs/5137642
 man cleaning horse hooves,/datadrive3/pure_data/videos/5087753.mp4,283,1920,1080,/datadrive3/pure_data/masks/5087753,5087753,0,282,/datadrive3/pure_data/boxs/5087753
 video of couple looking at each other,/datadrive3/pure_data/videos/4649730.mp4,360,1920,1080,/datadrive3/pure_data/masks/4649730,4649730,0,359,/datadrive3/pure_data/boxs/4649730
 hands music musician piano,/datadrive3/pure_data/videos/4090970.mp4,646,606,1080,/datadrive3/pure_data/masks/4090970,4090970,0,645,/datadrive3/pure_data/boxs/4090970
 a happy woman at a hat store,/datadrive3/pure_data/videos/5699621.mp4,253,1920,1080,/datadrive3/pure_data/masks/5699621,5699621,0,252,/datadrive3/pure_data/boxs/5699621
 animation of an unrolled tissue paper,/datadrive3/pure_data/videos/4035070.mp4,124,606,1080,/datadrive3/pure_data/masks/4035070,4035070,0,123,/datadrive3/pure_data/boxs/4035070
 a couple embracing each other in a public place,/datadrive3/pure_data/videos/3704196.mp4,235,568,1080,/datadrive3/pure_data/masks/3704196,3704196,0,234,/datadrive3/pure_data/boxs/3704196
 high angle footage of a manhole,/datadrive3/pure_data/videos/3863653.mp4,446,1920,1080,/datadrive3/pure_data/masks/3863653,3863653,0,445,/datadrive3/pure_data/boxs/3863653
 father and son playing bubbles,/datadrive3/pure_data/videos/4958801.mp4,84,1920,1080,/datadrive3/pure_data/masks/4958801,4958801,0,83,/datadrive3/pure_data/boxs/4958801
 man in dark green long sleeves writing in his notebook,/datadrive3/pure_data/videos/4873114.mp4,516,606,1080,/datadrive3/pure_data/masks/4873114,4873114,0,515,/datadrive3/pure_data/boxs/4873114
"A single white flower amidst a field of green grass with a blurred background, standing tall and delicate.",/datadrive3/pure_data/videos/5109281.mp4,455,1920,1080,/datadrive3/pure_data/masks/5109281,5109281,0,454,/datadrive3/pure_data/boxs/5109281
 a close up of white flowers,/datadrive3/pure_data/videos/5451297.mp4,461,498,1080,/datadrive3/pure_data/masks/5451297,5451297,0,460,/datadrive3/pure_data/boxs/5451297
 happy gay couple dating,/datadrive3/pure_data/videos/4667583.mp4,550,640,360,/datadrive3/pure_data/masks/4667583,4667583,0,549,/datadrive3/pure_data/boxs/4667583
 close up video clip of a paper lantern,/datadrive3/pure_data/videos/5224952.mp4,285,1280,720,/datadrive3/pure_data/masks/5224952,5224952,0,284,/datadrive3/pure_data/boxs/5224952
 mother and daughter spending time together,/datadrive3/pure_data/videos/3981950.mp4,456,1920,1080,/datadrive3/pure_data/masks/3981950,3981950,0,455,/datadrive3/pure_data/boxs/3981950
 low angle shot of a woman listening to music while dancing,/datadrive3/pure_data/videos/5359135.mp4,333,1920,1080,/datadrive3/pure_data/masks/5359135,5359135,0,332,/datadrive3/pure_data/boxs/5359135
 two women doing high five,/datadrive3/pure_data/videos/5535726.mp4,101,1920,1080,/datadrive3/pure_data/masks/5535726,5535726,0,100,/datadrive3/pure_data/boxs/5535726
 vertical video of a woman with codes on her face,/datadrive3/pure_data/videos/5473972.mp4,710,568,1080,/datadrive3/pure_data/masks/5473972,5473972,0,709,/datadrive3/pure_data/boxs/5473972
 a woman in black dress posing for cameras in a photo shoot,/datadrive3/pure_data/videos/3894725.mp4,492,568,1080,/datadrive3/pure_data/masks/3894725,3894725,0,491,/datadrive3/pure_data/boxs/3894725
 man drawing on a map using a pencil and a ruler,/datadrive3/pure_data/videos/5302860.mp4,443,1920,1012,/datadrive3/pure_data/masks/5302860,5302860,0,442,/datadrive3/pure_data/boxs/5302860
 video of woman checking the inventory,/datadrive3/pure_data/videos/5043446.mp4,341,1920,1080,/datadrive3/pure_data/masks/5043446,5043446,0,340,/datadrive3/pure_data/boxs/5043446
 young muslim woman applying lip liner,/datadrive3/pure_data/videos/5614809.mp4,676,1920,1080,/datadrive3/pure_data/masks/5614809,5614809,0,675,/datadrive3/pure_data/boxs/5614809
"A camera on a tripod captures a scene within an art-filled room, recording the activities unfolding within its framed view.",/datadrive3/pure_data/videos/5009011.mp4,620,606,1080,/datadrive3/pure_data/masks/5009011,5009011,0,619,/datadrive3/pure_data/boxs/5009011
 a disc jockey playing at the club,/datadrive3/pure_data/videos/5390446.mp4,358,1920,1080,/datadrive3/pure_data/masks/5390446,5390446,0,357,/datadrive3/pure_data/boxs/5390446
 a man tapping a drum on a woman s head,/datadrive3/pure_data/videos/3922639.mp4,149,606,1080,/datadrive3/pure_data/masks/3922639,3922639,0,148,/datadrive3/pure_data/boxs/3922639
 a dog getting petted by its owner,/datadrive3/pure_data/videos/5384954.mp4,375,1920,1080,/datadrive3/pure_data/masks/5384954,5384954,0,374,/datadrive3/pure_data/boxs/5384954
 a person playing with the beach sand using a bucket,/datadrive3/pure_data/videos/4996386.mp4,274,1920,1080,/datadrive3/pure_data/masks/4996386,4996386,0,273,/datadrive3/pure_data/boxs/4996386
"A family captures a moment amidst unpacked moving boxes, signifying a new beginning in their home.",/datadrive3/pure_data/videos/4569929.mp4,2006,1920,1012,/datadrive3/pure_data/masks/4569929,4569929,0,2005,/datadrive3/pure_data/boxs/4569929
 hands texture marble stone,/datadrive3/pure_data/videos/4661347.mp4,404,1920,1012,/datadrive3/pure_data/masks/4661347,4661347,0,403,/datadrive3/pure_data/boxs/4661347
 speedboat on the sea,/datadrive3/pure_data/videos/4737772.mp4,99,1920,1080,/datadrive3/pure_data/masks/4737772,4737772,0,98,/datadrive3/pure_data/boxs/4737772
 drone footage of a rocky beach,/datadrive3/pure_data/videos/4625110.mp4,321,1920,1080,/datadrive3/pure_data/masks/4625110,4625110,0,320,/datadrive3/pure_data/boxs/4625110
A person is playing with a toy car on a red surface while in the background another individual works on a vehicle suspended on a lift.,/datadrive3/pure_data/videos/4482376.mp4,965,568,1080,/datadrive3/pure_data/masks/4482376,4482376,0,964,/datadrive3/pure_data/boxs/4482376
 a close up shot of waves on a rocky shore,/datadrive3/pure_data/videos/4158230.mp4,257,1920,1080,/datadrive3/pure_data/masks/4158230,4158230,0,256,/datadrive3/pure_data/boxs/4158230
"A person wearing a yellow shirt is using a stylus to interact with a tablet propped up on a stand, with a notebook and pen nearby.",/datadrive3/pure_data/videos/4495442.mp4,413,1920,1080,/datadrive3/pure_data/masks/4495442,4495442,0,412,/datadrive3/pure_data/boxs/4495442
 a man in a dark room,/datadrive3/pure_data/videos/5237021.mp4,312,1920,1080,/datadrive3/pure_data/masks/5237021,5237021,0,311,/datadrive3/pure_data/boxs/5237021
 showing the nice buildings in the city,/datadrive3/pure_data/videos/3634517.mp4,429,1920,1080,/datadrive3/pure_data/masks/3634517,3634517,0,428,/datadrive3/pure_data/boxs/3634517
 a woman wrapping gifts,/datadrive3/pure_data/videos/5478383.mp4,156,1920,1080,/datadrive3/pure_data/masks/5478383,5478383,0,155,/datadrive3/pure_data/boxs/5478383
 video of couple seated near window,/datadrive3/pure_data/videos/4774967.mp4,296,606,1080,/datadrive3/pure_data/masks/4774967,4774967,0,295,/datadrive3/pure_data/boxs/4774967
 woman eyes plant blonde,/datadrive3/pure_data/videos/4507879.mp4,168,1920,1012,/datadrive3/pure_data/masks/4507879,4507879,0,167,/datadrive3/pure_data/boxs/4507879
 two kids smiling in front of the camera,/datadrive3/pure_data/videos/5511140.mp4,240,606,1080,/datadrive3/pure_data/masks/5511140,5511140,0,239,/datadrive3/pure_data/boxs/5511140
 a boy dribbling a basketball ball on the court,/datadrive3/pure_data/videos/4376492.mp4,570,1920,1080,/datadrive3/pure_data/masks/4376492,4376492,0,569,/datadrive3/pure_data/boxs/4376492
